Número da contratação,Status da contratação,Situação da Execução,Título da contratação,Categoria da contratação,UASG Atual,Data estimada para o início do processo de contratação,Data estimada para a conclusão do processo de contratação,Prazo estimado de duração do processo de contratação (dias),Área requisitante,Nº DFD,Prioridade,Nº do Item no DFD,Data da conclusão da Contratação no DFD,Classificação da Contratação,Código Classe/Grupo,Nome Classe/Grupo,Código PDM material,Nome do PDM material,Código material/serviço,Descrição material/serviço,Unidade Fornecimento,Valor Unitário,Quantidade,Valor Total,Valor Total Contratação,ID
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,BAD - DENT. ENDO. MAT ODONT.,188/2025,Alto,1,46024,Material,4610,Equipamentos para purificação de água,,,,,,590.0,1,590.0,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,Biotério,249/2025,Alto,1,46142,Material,7310,"Equipamentos Para Cozinhar, Assar E Servir Alimentos",1045.0,Forno Microondas,,,,569.0,1,569.0,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,TRIAGEM - URGENCIA,259/2025,Alto,1,46063,Material,4110,EQUIPAMENTO PARA REFRIGERAÇÃO,13629.0,REFRIGERADOR DOMÉSTICO,624264.0,"CAPACIDADE: 370, CARACTERÍSTICAS ADICIONAIS: PRATELEIRAS DE VIDRO REMOVÍVEL E REGULÁVEL, COR: BRANCA, TIPO: FROST FREE DUAS PORTAS, VOLTAGEM: 110",UN,3000.0,1,3000.0,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,ATA - ADMINISTRACAO,255/2025,Médio,1,46091,Material,7310,"Equipamentos para cozinhar, assar e servir alimentos",,,,,,1000.0,1,1000.0,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,Biotério,116/2025,Alto,1,46142,Material,4130,COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO,13144.0,UMIDIFICADOR E PURIFICADOR AMBIENTE,392123.0,"CAPACIDADE: 6, CARACTERÍSTICAS ADICIONAIS: TIMER PROGRAMA 7 HS/PAINEL DIGITAL/ALARME SONORO T, MATERIAL: PLÁSTICO, TIPO: ULTRASÔNICO E IONIZADOR, VOLTAGEM: 110/220",UN,2386.41,2,4772.82,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,Biotério,250/2025,Alto,1,46142,Material,4440,"Secadores, Desidratadores E Anti-Hidratadores",6123.0,Desumidificador,602163.0,"aplicação: desumidificação ambiental, capacidade: 18 litros p/dia, características adicionais: com rodizios, para ambientes de ate 300m³, voltagem: 220",UN,2386.41,2,4772.82,20967.49,8.0
8/2026,Aprovada,,Reposição Peças Autoclave,BENS,102122,45960,46080,120,ATF - FINANCEIRO,161/2025,Médio,1,46185,Serviço,871,"Serviços De Manutenção E Reparo De Produtos Fabricados De Metal,Maquinaria E Equipamentos",,,,,,56000.0,1,56000.0,291000.0,20.0
8/2026,Aprovada,,Reposição Peças Autoclave,BENS,102122,45960,46080,120,ATF - FINANCEIRO,173/2025,Médio,1,46213,Material,4230,Equipamento  Para Descontaminação E Impregnação,,,,,,235000.0,1,235000.0,291000.0,20.0
11/2026,Aprovada,,Material elétrico,BENS,102122,46203,46323,120,ATA - ADMINISTRACAO,172/2025,Médio,1,46069,Material,6145,FIOS E CABOS ELÉTRICOS,,,,,,45000.0,1,45000.0,110000.0,123.0
11/2026,Aprovada,,Material elétrico,BENS,102122,46203,46323,120,ATA - ADMINISTRACAO,172/2025,Médio,2,46069,Material,9390,PRODUTOS DIVERSOS NÃO METÁLICOS,,,,,,45000.0,1,45000.0,110000.0,123.0
11/2026,Aprovada,,Material elétrico,BENS,102122,46203,46323,120,ATA - ADMINISTRACAO,172/2025,Médio,3,46069,Material,6240,Lâmpadas elétricas,,,,,,20000.0,1,20000.0,110000.0,123.0
12/2026,Aprovada,,Peças Manutenção de Clínicas ,BENS,102122,46175,46295,120,ATA - ADMINISTRACAO,158/2025,Alto,1,46073,Material,6520,"Instrumentos, equipamentos e suprimentos dentários",,,,,,200000.0,1,200000.0,200000.0,122.0
18/2026,Aprovada,,Material Odontológico Almox ,BENS,102122,46083,46203,120,ALMOXARIFADO,171/2025,Médio,1,46203,Material,6520,"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS",,,,,,920000.0,1,920000.0,920000.0,306.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ATA - ADMINISTRACAO,167/2025,Médio,1,46101,Material,7240,Recepientes para uso doméstico e comercial,,,,,,12000.0,1,12000.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,1,46032,Material,8520,"SABONETES, ARTIGOS PARA BARBEAR E DENTIFRÍCIOS",,,,,,6200.0,1,6200.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,2,46032,Material,8540,ARTIGOS DE PAPEL PARA HIGIENE,,,,,,131000.0,1,131000.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,3,46032,Material,6810,PRODUTOS QUÍMICOS,,,,,,19000.0,1,19000.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,4,46032,Material,6840,PESTICIDAS E DESINFETANTES,,,,,,5800.0,1,5800.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,5,46032,Material,7920,"VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES",,,,,,20000.0,1,20000.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,6,46032,Material,8105,SACOS E BOLSAS,,,,,,8500.0,1,8500.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,7,46032,Material,7350,LOUÇA E ARTIGOS DE MESA,,,,,,18500.0,1,18500.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,8,46032,Material,8135,MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM,,,,,,3000.0,1,3000.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,9,46032,Material,8135,MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM,,,,,,5000.0,1,5000.0,235800.0,166.0
19/2026,Aprovada,,Higiene e limpeza Almox,BENS,102122,45915,46034,119,ALMOXARIFADO,177/2025,Médio,10,46032,Material,7330,UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA,,,,,,6800.0,1,6800.0,235800.0,166.0
64/2026,Aprovada,,Manutenção equipamentos laboratório edital Profa Adriana Calvo,SERVICOS,102122,45964,46083,119,BAB - CIENCIAS BIOLÓGICAS,368/2025,Baixo,1,46082,Serviço,166,Serviços de manutenção e instalação de equipamentos de tic,,,,,,168000.0,1,168000.0,168000.0,270.0
22/2026,Aprovada,,Reforma cobertura do CPC,SERVICOS,102122,45903,46083,180,OBRAS,275/2025,Médio,1,46082,Serviço,545,Tipos especiais de serviços de construção,,,19224.0,Construção / manutenção / reforma - telhado,,700000.0,1,700000.0,700000.0,118.0
32/2026,Aprovada,,ARP AASI,BENS,102122,46083,46203,120,CLINICA DE FONOAUDIOLOGIA,34/2025,Médio,1,46073,Material,6515,"Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos",30296.0,Aparelho de amplificação sonora individual - aasi,,,,2876000.0,1,2876000.0,2888960.0,110.0
32/2026,Aprovada,,ARP AASI,BENS,102122,46083,46203,120,CLINICA DE FONOAUDIOLOGIA,91/2025,Médio,1,46084,Material,6135,Baterias Nao Recarregáveis,3479.0,Bateria Não Recarregável,627243.0,"aplicação: aparelho auditivo aasi, características adicionais: c/ compatibilidade específica, sistema eletroquímico: zinco-ar, tensão nominal: 1,4",EMB,18.0,720,12960.0,2888960.0,110.0
67/2026,Aprovada,,"Projeto: fNIRS para Investigações em Neurociência Aplicada à Comunicação, Desenvolvimento e Envelhec",BENS,102122,45978,46160,182,BAF - FONOAUDIOLOGIA,378/2025,Médio,1,46111,Material,6640,Equipamentos e artigos de laboratório,1855.0,Espectrômetro,,,,850000.0,1,850000.0,850000.0,307.0
80/2026,Aprovada,,Pregão audiovisual,BENS,102122,46051,46171,120,ATAC - ACADEMICA,13/2026,Médio,1,46172,Material,5836,Equipamentos para gravação e reprodução de vídeo,,,,,,35000.0,1,35000.0,35000.0,380.0
81/2026,Aprovada,,Sistema de monitoramento e controle,BENS,102122,46051,46171,120,ATA - ADMINISTRACAO,16/2026,Médio,1,46203,Material,6350,"Sistemas Diversos De Sinalização, Alarme E Detecção Para  Segurança",,,,,,192000.0,1,192000.0,192000.0,379.0
82/2026,Aprovada,,Mobiliário em inox,BENS,102122,46147,46265,118,BAB - CIENCIAS BIOLÓGICAS,7/2026,Médio,1,46233,Material,6530,"Mobiliário, equipamentos, utensílios e  suprimentos  hospitalares",,,,,,160000.0,1,160000.0,160000.0,378.0
83/2026,Aprovada,,Colunas para espectrômetro de massa,BENS,102122,46052,46111,59,BAB - CIENCIAS BIOLÓGICAS,18/2026,Médio,1,46111,Material,6630,Instrumentos Para Análises Químicas,1855.0,Espectrômetro,604357.0,"características adicionais: controle de chamas programável e ajuste automático, componentes: torre para 8 lâmpadas, queimador de gás acetileno, modelo: com duplo feixe real e emissão de chama, tipo: absorção atômica de chama",UN,26000.0,1,26000.0,26000.0,377.0
84/2026,Aprovada,,manequins raio x,BENS,102122,46146,46265,119,BAE - ESTOMATO. CIRU. RADIO. PATO,4/2026,Médio,1,46264,Material,6910,Acessórios para treinamento,9837.0,Modelo anatômico para fins didáticos,,,,144000.0,1,144000.0,144000.0,376.0
85/2026,Aprovada,,suprimentos para rede de informática,BENS,102122,46083,46203,120,STI,8/2026,Médio,1,46203,Material,7080,"Peças, acessórios e ferramentas para redes de tic",,,,,,40000.0,1,40000.0,40000.0,375.0
86/2026,Aprovada,,Aquisição de livros didáticos,BENS,102122,46051,46171,120,BIBLIOTECA,11/2026,Médio,1,46172,Material,7610,LIVROS E FOLHETOS,19783.0,LIVRO DIDÁTICO,,,,16000.0,1,16000.0,16000.0,374.0
87/2026,Aprovada,,Serviços de emissão de passagens aéreas,SERVICOS,102122,46051,46111,60,ATF - FINANCEIRO,2/2026,Médio,1,46111,Serviço,661,Serviços De Transporte Aéreo De Passageiros,,,,,,300000.0,1,300000.0,300000.0,373.0
88/2026,Aprovada,,serviços de locação de máquinas de café,SERVICOS,102122,46237,46357,120,ATA - ADMINISTRACAO,17/2026,Médio,1,46357,Serviço,732,Serviços de leasing ou aluguel relacionados a outros bens,,,20648.0,"Locação máquinas automáticas e semi-automáticas (café, chá, algodão-doce, e outras)",,28000.0,1,28000.0,28000.0,367.0
89/2026,Aprovada,Fase Externa,projeto reforma e ampliação do CPC,SERVICOS,102122,46083,46085,2,Engenharia,3/2026,Médio,1,46203,Serviço,833,Serviços de engenharia,,,22225.0,Serviço engenharia,,47000.0,1,47000.0,47000.0,366.0
90/2026,Aprovada,,serviços de lavanderia,SERVICOS,102122,46051,46171,120,ATA - ADMINISTRACAO,14/2026,Baixo,1,46172,Serviço,853,Serviços de limpeza,,,19542.0,Prestação de serviços de lavanderia,,60000.0,1,60000.0,60000.0,365.0
91/2026,Aprovada,,equipamentos fono 2025,BENS,102122,46051,46171,120,CLINICA DE FONOAUDIOLOGIA,1/2026,Médio,1,46172,Material,6515,"Instrumentos, Equipamentos E Suprimentos Médicos  E  Cirúrgicos",1204.0,Audiômetro,,,,94000.0,1,94000.0,181000.0,370.0
91/2026,Aprovada,,equipamentos fono 2025,BENS,102122,46051,46171,120,CLINICA DE FONOAUDIOLOGIA,1/2026,Médio,2,46172,Material,6530,"Mobiliário, Equipamentos, Utensílios E  Suprimentos  Hospitalares",6807.0,Equipamento Para Teste Emissão Otoacústica,,,,67000.0,1,67000.0,181000.0,370.0
91/2026,Aprovada,,equipamentos fono 2025,BENS,102122,46051,46171,120,CLINICA DE FONOAUDIOLOGIA,1/2026,Médio,3,46172,Material,6530,"Mobiliário, Equipamentos, Utensílios E  Suprimentos  Hospitalares",6807.0,Equipamento Para Teste Emissão Otoacústica,,,,20000.0,1,20000.0,181000.0,370.0
92/2026,Aprovada,,mobiliário específico CUIDAR e CEPAR,BENS,102122,46051,46171,120,CEPAR,10/2026,Médio,1,46142,Material,7110,Mobiliário Para Escritório,,,,,,100000.0,1,100000.0,130000.0,368.0
92/2026,Aprovada,,mobiliário específico CUIDAR e CEPAR,BENS,102122,46051,46171,120,CUIDAR,20/2026,Baixo,1,46172,Material,7110,Mobiliário para escritório,,,,,,30000.0,1,30000.0,130000.0,368.0
93/2026,Aprovada,,ultrassom e laser odontológico,BENS,102122,46175,46265,90,CPC,5/2026,Médio,1,46264,Material,6640,Equipamentos e artigos de laboratório,,,,,,6000.0,1,6000.0,16000.0,382.0
93/2026,Aprovada,,ultrassom e laser odontológico,BENS,102122,46175,46265,90,CPC,12/2026,Médio,1,46172,Material,6520,"Instrumentos, equipamentos e suprimentos dentários",,,,,,10000.0,1,10000.0,16000.0,382.0
94/2026,Aprovada,,compressor para secagem de instrumentais,BENS,102122,46146,46237,91,CLINICA DE FONOAUDIOLOGIA,6/2026,Médio,1,46264,Material,4310,Bombas e compressores a vácuo,,,,,,3000.0,1,3000.0,3000.0,381.0
69/2026,Aprovada,,Reforma e adequação das Salas de Diagnóstico Audiológico da Clínica de Fonoaudiologia,SERVICOS,102122,46084,46204,120,OBRAS,379/2025,Médio,1,46266,Serviço,872,Serviços de reparo de outros bens,,,,,,35000.0,1,35000.0,315000.0,314.0
69/2026,Aprovada,,Reforma e adequação das Salas de Diagnóstico Audiológico da Clínica de Fonoaudiologia,SERVICOS,102122,46084,46204,120,OBRAS,380/2025,Médio,1,46204,Serviço,872,Serviços de reparo de outros bens,,,,,,280000.0,1,280000.0,315000.0,314.0
72/2026,Devolvida,,Reforma CIP I,SERVICOS,102122,46149,46329,180,OBRAS,382/2025,Médio,1,46082,Serviço,833,SERVIÇOS DE ENGENHARIA,,,,,,4800000.0,1,4800000.0,4800000.0,
70/2026,Aprovada,,Fluxo digital BAD,BENS,102122,45993,46113,120,BAD - DENT. ENDO. MAT ODONT.,375/2025,Alto,1,46101,Material,7010,COMPUTADORES,19246.0,TABLET,,,,10000.0,1,10000.0,260000.0,311.0
70/2026,Aprovada,,Fluxo digital BAD,BENS,102122,45993,46113,120,BAD - DENT. ENDO. MAT ODONT.,376/2025,Alto,1,46113,Material,7040,Equipamentos de entrada de dados,,,,,,220000.0,1,220000.0,260000.0,311.0
70/2026,Aprovada,,Fluxo digital BAD,BENS,102122,45993,46113,120,BAD - DENT. ENDO. MAT ODONT.,377/2025,Alto,1,46143,Material,7020,Impressoras,8320.0,Impressora 3d,,,,30000.0,1,30000.0,260000.0,311.0
71/2026,Aprovada,,Confecção e instalação da identidade visual do novo prédio do CEPAR (painéis luminosos dentro dos pa,SERVICOS,102122,46022,46142,120,CLINICA DE FONOAUDIOLOGIA,369/2025,Alto,1,46054,Material,5450,Estruturas pré-fabricadas diversas,,,,,,22820.98,1,22820.98,47900.0,309.0
71/2026,Aprovada,,Confecção e instalação da identidade visual do novo prédio do CEPAR (painéis luminosos dentro dos pa,SERVICOS,102122,46022,46142,120,CLINICA DE FONOAUDIOLOGIA,369/2025,Alto,2,46054,Material,6675,"Instrumentos de desenho, topografia e cartografia",,,,,,25079.02,1,25079.02,47900.0,309.0
68/2026,Aprovada,,Projeto Executivo pequenas obras áreas diversas,SERVICOS,102122,45992,46111,119,OBRAS,381/2025,Médio,1,46082,Serviço,839,"OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS",,,,,,85000.0,1,85000.0,85000.0,316.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,ATAC - ACADEMICA,88/2025,Médio,1,46053,Material,7730,"Fonógrafos, Rádios E Televisores De Tipo Doméstico",,,,,,2300.0,1,2300.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,ATAC - ACADEMICA,144/2025,Alto,1,46053,Material,5965,"FONES, MICROFONES E ALTO-FALANTES",,,,,,13000.0,1,13000.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,ATAC - ACADEMICA,197/2025,Alto,1,46053,Material,5835,Equipamentos para gravação e reprodução de som,,,,,,2958.0,1,2958.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,225/2025,Alto,1,46054,Material,5965,"FONES, MICROFONES E ALTO-FALANTES",,,,,,8000.0,1,8000.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,228/2025,Alto,1,46054,Material,6710,Câmaras Cinematográficas,1024.0,Filmadora/Monitor Portátil,,,,7000.0,1,7000.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,BAP - Prótese e Periodontia,321/2025,Alto,1,46053,Material,7730,"Fonógrafos, Rádios E Televisores De Tipo Doméstico",12609.0,Televisor,460902.0,"acessórios: controle remoto, características adicionais: smart tv, 4 k, wifi. entradas hdmi/usb, conversor, tamanho tela: 85, tipo tela: led, voltagem: 110/220",UN,7500.0,1,7500.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,TEC. EDUCACIONAL,276/2025,Alto,1,46112,Material,6720,Câmaras fotográficas,14570.0,Câmera Fotográfica Digital,615180.0,"acessórios: alça de prescoço, carregador de bateria, características adicionais: entrada de fone externo, wi-fi, bluetooth, formato gravação imagem: 4k, sensor imagem: aps-c de 24,1 megapixels, dual pixel cmos af, tipo efeitos visuais: ótico com um sistema af de 9 pontos, tipo foco: autofoco, tipo visor: lcd articulável de 3.0 touch screen, tipo zoom: optico:3x""",UN,17000.0,1,17000.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,TEC. EDUCACIONAL,276/2025,Alto,2,46112,Material,6720,Câmaras fotográficas,8788.0,Lente Para Câmera Fotográfica,624442.0,"abertura máxima: f6,3, distância focal: 70 - 200 mm, distância m´ínima foco: 16 cm, distância mínima foco: 16 cm, taxa ampliação: 0,24 x, tipo: 150 - 600 mm, tipo de foco: autofoco, tipo lente: zoom",UN,8000.0,1,8000.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,TEC. EDUCACIONAL,340/2025,Alto,1,46122,Material,5965,"FONES, MICROFONES E ALTO-FALANTES",9732.0,MICROFONE,469422.0,"ALCANCE: 50, ALIMENTAÇÃO: PILHA, APLICAÇÃO: AUDITÓRIO, RESPOSTA FREQÜÊNCIA: 60HZ - 18, TIPO: SEM FIO",UN,600.0,5,3000.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,TEC. EDUCACIONAL,341/2025,Alto,1,46052,Material,6760,Equipamento fotográfico e acessórios,9594.0,Memória Em Cartão Magnético,473093.0,"aplicação: armazenamento de dados, capacidade memória: 32, características adicionais: classe 10, tipo cartao: micro sd",UN,160.0,3,480.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,TEC. EDUCACIONAL,341/2025,Alto,2,46052,Material,6760,Equipamento fotográfico e acessórios,9594.0,Memória Em Cartão Magnético,477785.0,"aplicação: armazenamento de dados, capacidade memória: 128, características adicionais: velocidade de leitura 170 mb/s, tipo cartao: sdxc",UN,180.0,3,540.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,TEC. EDUCACIONAL,343/2025,Alto,1,46080,Material,6760,Equipamento Fotográfico E Acessórios,979.0,Tripé,615904.0,"altura máxima: 156,50, aplicação: câmara fotográfica ou filmadora, capacidade: 5, características adicionais: com placa de câmera deslizante com dois pinos, material: alumínio, tipo: fixo, tipo cabeça: bola de 60 mm",UN,1200.0,3,3600.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,TEC. EDUCACIONAL,346/2025,Médio,1,46146,Material,6760,EQUIPAMENTO FOTOGRÁFICO E ACESSÓRIOS,7635.0,FLASH,487701.0,"COMPATIBILIDADE EQUIPAMENTO: CÂMERA DIGITAL CANON, DIMENSÕES: 78 X 143,2 X 122,7, TIPO: SPEEDLITE 600 EX, TIPO ALIMENTAÇÃO: PILHA",UN,1499.0,2,2998.0,76904.24,333.0
29/2026,Aprovada,,áudio visual,BENS,102122,45964,46083,119,ATAC - ACADEMICA,374/2025,Alto,1,46053,Material,5835,Equipamentos para gravação e reprodução de som,,,,,,528.24,1,528.24,76904.24,333.0
73/2026,Aprovada,,Expansão da Casa da Afasia,SERVICOS,102122,46055,46233,178,OBRAS,384/2025,Baixo,1,46233,Serviço,833,SERVIÇOS DE ENGENHARIA,,,,,,382500.0,1,382500.0,382500.0,350.0
74/2026,Devolvida,,Reforma da rede de informática da Clínica de Fonoaudiologia,SERVICOS,102122,46090,46209,119,OBRAS,383/2025,Médio,1,46209,Serviço,833,SERVIÇOS DE ENGENHARIA,,,,,,1182000.0,1,1182000.0,1182000.0,
77/2026,Aprovada,,Reforma do anfiteatro da Odontopediatria,SERVICOS,102122,46052,46233,181,OBRAS,389/2025,Médio,1,46234,Serviço,872,Serviços de reparo de outros bens,,,,,,150000.0,1,150000.0,150000.0,354.0
78/2026,Aprovada,,Substituição da tela de projeção da Sala da Congregação.,BENS,102122,45964,46083,119,ATAC - ACADEMICA,388/2025,Alto,1,46053,Material,6730,Equipamento Para Projeção Fotográfica,,,,,,1500.0,1,1500.0,1500.0,353.0
75/2026,Aprovada,,Projeto Executivo de Ampliação do Bloco Didático I,SERVICOS,102122,45992,46111,119,OBRAS,387/2025,Alto,1,46082,Serviço,831,Serviços de consultoria e de gerência/gestão,,,,,,384000.0,1,384000.0,384000.0,352.0
76/2026,Devolvida,,Obras de Ampliação do Bloco Didático I,SERVICOS,102122,46153,46332,179,OBRAS,386/2025,Médio,1,46332,Serviço,541,Serviços gerais de construção dos edifícios,,,4545.0,Obras civis de edificações residenciais e comerciais,,7680000.0,1,7680000.0,7680000.0,
